Date &Time [DD-MM-YYYY/HH:MM:SS]	Time [sec]	Loop	Phase time [s]	CH 1 MO2 [mgO2/kg/hr]	CH 1 slope [%air sat./hr]	CH 1 R^2	CH 1 max O2 [%air sat.]	CH 1 min O2 [%air sat.]	CH 1 avg O2 [%air sat.]	CH 1 avg temp [°C]	CH 2 MO2 [mgO2/kg/hr]	CH 2 slope [%air sat./hr]	CH 2 R^2	CH 2 max O2 [%air sat.]	CH 2 min O2 [%air sat.]	CH 2 avg O2 [%air sat.]	CH 2 avg temp [°C]	CH 3 MO2 [mgO2/kg/hr]	CH 3 slope [%air sat./hr]	CH 3 R^2	CH 3 max O2 [%air sat.]	CH 3 min O2 [%air sat.]	CH 3 avg O2 [%air sat.]	CH 3 avg temp [°C]	CH 4 MO2 [mgO2/kg/hr]	CH 4 slope [%air sat./hr]	CH 4 R^2	CH 4 max O2 [%air sat.]	CH 4 min O2 [%air sat.]	CH 4 avg O2 [%air sat.]	CH 4 avg temp [°C]	CH 5 MO2 [mgO2/kg/hr]	CH 5 slope [%air sat./hr]	CH 5 R^2	CH 5 max O2 [%air sat.]	CH 5 min O2 [%air sat.]	CH 5 avg O2 [%air sat.]	CH 5 avg temp [°C]	CH 6 MO2 [mgO2/kg/hr]	CH 6 slope [%air sat./hr]	CH 6 R^2	CH 6 max O2 [%air sat.]	CH 6 min O2 [%air sat.]	CH 6 avg O2 [%air sat.]	CH 6 avg temp [°C]	CH 7 MO2 [mgO2/kg/hr]	CH 7 slope [%air sat./hr]	CH 7 R^2	CH 7 max O2 [%air sat.]	CH 7 min O2 [%air sat.]	CH 7 avg O2 [%air sat.]	CH 7 avg temp [°C]	CH 8 MO2 [mgO2/kg/hr]	CH 8 slope [%air sat./hr]	CH 8 R^2	CH 8 max O2 [%air sat.]	CH 8 min O2 [%air sat.]	CH 8 avg O2 [%air sat.]	CH 8 avg temp [°C]	AMB temp N°1 avg temp [°C]	AMB temp N°1 setpoint [°C]	AMB temp N°1 hysteresis [°C]
10/20/2021/8:30:47 PM	12501	1	F480/W60/M2000	32.6	-13.565	0.998	94.51	86.91	90.60	24.91	30.6	-16.577	0.998	94.16	84.77	89.42	24.91	39.1	-16.946	0.999	94.24	84.85	89.49	24.91	29.2	-16.671	0.997	94.44	84.73	89.44	24.91	61.2	-18.976	0.999	95.30	84.62	89.87	24.91	42.3	-21.113	0.999	95.46	83.68	89.37	24.91	45.8	-18.521	0.998	95.29	84.85	89.79	24.91	56.7	-22.189	0.999	95.30	82.81	88.88	24.91	24.60	0.00	0.00
10/20/2021/9:13:07 PM	15041	2	F480/W60/M2000	32.8	-13.572	0.997	93.93	86.41	90.14	24.90	31.2	-16.865	0.997	93.84	84.27	88.90	24.90	40.0	-17.221	0.998	93.83	84.39	88.99	24.90	29.7	-16.858	0.996	94.00	84.24	88.94	24.90	61.9	-19.119	0.998	94.80	84.18	89.29	24.90	42.9	-21.318	0.998	95.03	82.84	88.75	24.90	46.7	-18.824	0.996	94.95	84.13	89.19	24.90	57.9	-22.581	0.998	94.78	82.13	88.18	24.90	24.90	0.00	0.00
10/20/2021/9:55:27 PM	17581	3	F480/W60/M2000	33.2	-13.875	0.998	94.15	86.34	90.11	24.91	30.1	-16.398	0.997	93.66	84.40	88.89	24.91	40.0	-17.382	0.999	93.92	84.27	88.95	24.91	29.7	-17.044	0.997	93.86	84.01	88.85	24.91	61.7	-19.190	0.999	94.76	84.08	89.26	24.91	42.7	-21.395	0.998	94.96	82.89	88.72	24.91	46.5	-18.895	0.997	94.87	84.03	89.13	24.91	57.4	-22.526	0.999	94.71	81.93	88.08	24.91	24.91	0.00	0.00
10/20/2021/10:37:47 PM	20121	4	F480/W60/M2000	33.2	-13.761	0.997	93.94	86.31	90.07	24.89	31.3	-16.923	0.997	93.70	84.21	88.76	24.89	39.9	-17.211	0.998	93.65	84.19	88.88	24.89	29.6	-16.853	0.996	93.78	84.14	88.77	24.89	61.7	-19.093	0.998	94.72	84.02	89.18	24.89	42.7	-21.262	0.998	95.05	83.00	88.68	24.89	46.6	-18.801	0.996	94.73	84.05	89.05	24.89	57.7	-22.525	0.998	94.55	81.91	88.03	24.89	24.89	0.00	0.00
10/20/2021/11:20:07 PM	22661	5	F480/W60/M2000	33.0	-13.686	0.998	94.03	86.32	90.06	24.89	31.3	-16.903	0.997	93.71	84.27	88.74	24.89	40.1	-17.296	0.998	93.74	84.20	88.85	24.89	29.8	-16.979	0.996	93.74	84.09	88.75	24.89	61.5	-19.031	0.998	94.66	84.00	89.18	24.89	42.6	-21.203	0.998	94.85	82.87	88.70	24.89	46.5	-18.757	0.996	94.70	84.08	89.06	24.89	57.4	-22.413	0.998	94.50	81.84	88.00	24.89	24.89	0.00	0.00
10/21/2021/12:02:27 AM	25201	6	F480/W60/M2000	33.1	-13.815	0.998	94.06	86.22	90.09	24.90	31.4	-17.064	0.997	93.75	84.23	88.78	24.90	39.8	-17.296	0.999	93.76	84.18	88.87	24.90	29.7	-17.006	0.997	93.75	84.08	88.75	24.90	61.5	-19.120	0.999	94.74	84.03	89.21	24.90	42.5	-21.260	0.998	94.86	82.91	88.71	24.90	46.4	-18.820	0.997	94.73	84.07	89.08	24.90	57.3	-22.453	0.999	94.64	81.95	88.06	24.90	24.89	0.00	0.00
10/21/2021/12:44:47 AM	27741	7	F480/W60/M2000	33.5	-13.782	0.997	94.06	86.38	90.10	24.90	31.5	-16.931	0.996	93.75	84.16	88.77	24.90	40.2	-17.246	0.998	93.78	84.15	88.87	24.90	30.2	-17.064	0.996	93.66	83.79	88.70	24.90	61.7	-18.968	0.998	94.74	84.07	89.21	24.90	42.7	-21.143	0.997	95.03	83.00	88.71	24.90	46.7	-18.747	0.996	94.64	84.05	89.05	24.90	57.8	-22.462	0.997	94.65	82.02	88.03	24.90	24.90	0.00	0.00
10/21/2021/1:27:07 AM	30281	8	F480/W60/M2000	33.6	-14.077	0.998	94.03	86.17	90.06	24.89	31.4	-17.117	0.997	93.77	84.09	88.74	24.89	39.8	-17.358	0.999	93.86	84.11	88.91	24.89	30.1	-17.277	0.997	93.91	83.94	88.73	24.89	61.3	-19.104	0.999	94.80	84.00	89.23	24.89	42.3	-21.209	0.998	95.03	82.97	88.75	24.89	46.1	-18.752	0.997	94.81	84.01	89.10	24.89	56.7	-22.297	0.998	94.60	81.96	88.05	24.89	24.89	0.00	0.00
10/21/2021/2:09:27 AM	32821	9	F480/W60/M2000	34.0	-14.098	0.998	93.92	86.11	89.96	24.89	31.6	-17.103	0.997	93.67	84.02	88.67	24.89	40.5	-17.457	0.999	93.63	84.15	88.81	24.89	30.8	-17.531	0.997	93.87	83.57	88.59	24.89	61.9	-19.120	0.999	94.67	83.99	89.16	24.89	42.8	-21.285	0.998	94.93	82.84	88.69	24.89	46.9	-18.929	0.997	94.71	83.99	89.03	24.89	57.7	-22.505	0.998	94.56	81.88	88.01	24.89	24.89	0.00	0.00
10/21/2021/2:51:47 AM	35361	10	F480/W60/M2000	34.0	-14.106	0.998	93.96	86.05	89.90	24.91	31.7	-17.159	0.997	93.62	83.86	88.61	24.91	40.3	-17.422	0.999	93.76	84.04	88.78	24.91	30.7	-17.473	0.997	93.66	83.73	88.52	24.91	61.6	-19.077	0.998	94.67	83.94	89.11	24.91	42.5	-21.150	0.998	94.86	82.89	88.63	24.91	46.6	-18.838	0.997	94.83	83.95	88.98	24.91	57.2	-22.343	0.998	94.78	81.84	87.96	24.91	24.90	0.00	0.00
10/21/2021/3:34:07 AM	37901	11	F480/W60/M2000	34.1	-14.150	0.997	93.77	85.95	89.80	24.90	31.6	-17.109	0.996	93.51	83.87	88.51	24.90	40.3	-17.404	0.998	93.72	83.99	88.70	24.90	30.6	-17.452	0.996	93.56	83.56	88.42	24.90	61.5	-19.049	0.998	94.55	83.76	89.01	24.90	42.5	-21.186	0.997	94.74	82.78	88.55	24.90	46.6	-18.845	0.996	94.64	83.83	88.90	24.90	57.7	-22.558	0.998	94.49	81.73	87.87	24.90	24.90	0.00	0.00
10/21/2021/4:16:27 AM	40441	12	F480/W60/M2000	33.8	-14.029	0.998	93.83	85.73	89.79	24.90	31.4	-17.020	0.996	93.44	83.79	88.50	24.90	39.9	-17.256	0.999	93.60	83.92	88.67	24.90	30.8	-17.563	0.996	93.62	83.46	88.39	24.90	61.1	-18.913	0.998	94.45	83.74	89.04	24.90	42.0	-20.923	0.998	94.73	82.76	88.56	24.90	46.0	-18.612	0.996	94.45	83.90	88.90	24.90	57.0	-22.274	0.998	94.39	81.72	87.86	24.90	24.89	0.00	0.00
10/21/2021/4:58:47 AM	42981	13	F480/W60/M2000	34.6	-14.375	0.998	93.79	85.73	89.65	24.91	31.9	-17.278	0.996	93.47	83.80	88.36	24.91	40.6	-17.563	0.999	93.48	83.73	88.54	24.91	31.2	-17.816	0.996	93.54	83.25	88.23	24.91	61.7	-19.132	0.998	94.55	83.68	88.91	24.91	42.5	-21.221	0.998	94.64	82.70	88.49	24.91	46.5	-18.834	0.996	94.53	83.76	88.83	24.91	57.2	-22.386	0.998	94.31	81.66	87.77	24.91	24.90	0.00	0.00
10/21/2021/5:41:07 AM	45521	14	F480/W60/M2000	34.4	-14.385	0.998	93.79	85.54	89.57	24.89	30.8	-16.776	0.996	93.43	83.84	88.37	24.89	40.5	-17.607	0.999	93.46	83.57	88.48	24.89	31.4	-18.025	0.996	93.62	83.07	88.13	24.89	61.1	-19.041	0.999	94.29	83.67	88.83	24.89	41.9	-20.992	0.998	94.51	82.40	88.37	24.89	46.2	-18.783	0.997	94.46	83.51	88.71	24.89	57.1	-22.431	0.999	94.26	81.57	87.71	24.89	24.89	0.00	0.00
10/21/2021/6:23:27 AM	48061	15	F480/W60/M2000	34.8	-14.382	0.997	93.60	85.54	89.52	24.92	31.9	-17.199	0.995	93.42	83.57	88.28	24.92	41.0	-17.650	0.998	93.37	83.60	88.44	24.92	31.9	-18.078	0.995	93.65	82.82	88.05	24.92	61.7	-19.016	0.998	94.37	83.65	88.82	24.92	42.4	-21.072	0.997	94.57	82.52	88.39	24.92	46.6	-18.765	0.996	94.37	83.58	88.70	24.92	57.4	-22.365	0.997	94.40	81.56	87.69	24.92	24.91	0.00	0.00
10/21/2021/7:05:47 AM	50601	16	F480/W60/M2000	35.1	-14.518	0.998	93.68	85.48	89.48	24.93	32.0	-17.263	0.996	93.51	83.54	88.26	24.93	41.2	-17.763	0.999	93.37	83.49	88.39	24.93	32.0	-18.183	0.996	93.56	82.86	88.00	24.93	61.7	-19.076	0.998	94.46	83.69	88.81	24.93	42.4	-21.115	0.998	94.57	82.57	88.37	24.93	46.7	-18.826	0.997	94.28	83.63	88.70	24.93	57.1	-22.301	0.998	94.23	81.60	87.68	24.93	24.92	0.00	0.00
10/21/2021/7:48:07 AM	53141	17	F480/W60/M2000	34.8	-14.527	0.997	93.56	85.38	89.38	24.93	31.9	-17.328	0.995	93.38	83.44	88.18	24.93	40.9	-17.769	0.998	93.40	83.37	88.31	24.93	32.2	-18.416	0.995	93.59	82.53	87.86	24.93	61.5	-19.120	0.998	94.32	83.44	88.73	24.93	42.4	-21.227	0.997	94.52	82.39	88.29	24.93	46.4	-18.855	0.996	94.33	83.58	88.61	24.93	57.2	-22.454	0.997	94.27	81.56	87.60	24.93	24.93	0.00	0.00
